manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure
2016.0,195555.0,503.0,60.29,0.6265,91.31,43.07,3.0,0.574,40.9,64.7,39.6,79.0,18.33,79.6,37.4,14.8,431.0,1
2015.0,423095.0,1014.0,53.55,0.8474,94.98,41.89,8.0,0.257,76.8,125.1,34.2,76.3,48.74,87.7,43.3,40.6,297.0,1
2016.0,440433.0,1191.0,45.81,0.6988,87.73,33.41,12.0,0.541,44.1,143.7,69.0,87.8,28.03,46.3,30.7,0.0,10.0,1
2017.0,151484.0,478.0,87.61,0.6248,95.81,47.99,8.0,0.435,18.6,57.9,58.1,60.4,26.33,28.5,49.2,50.5,767.0,1
2024.0,33577.0,167.0,81.53,0.5063,93.64,66.19,5.0,0.563,25.4,47.1,78.7,76.7,26.11,100.0,42.1,15.0,1131.0,1
2015.0,333915.0,959.0,52.15,0.6773,92.59,36.03,11.0,0.368,33.6,95.9,46.4,77.2,34.9,41.9,42.0,36.5,139.0,1
2019.0,250768.0,689.0,60.91,0.6389,92.22,47.15,9.0,0.752,36.2,120.6,61.9,79.8,38.85,47.2,43.5,7.3,305.0,1
2016.0,146462.0,342.0,76.41,0.594,94.98,69.85,6.0,0.283,17.2,50.7,43.1,57.4,33.62,81.3,69.3,43.9,899.0,1
2016.0,177721.0,426.0,87.61,0.7525,86.74,41.54,7.0,0.453,32.3,60.5,30.0,99.4,55.46,100.0,30.9,0.0,481.0,1
2020.0,244080.0,679.0,62.21,0.7711,89.48,41.65,14.0,0.418,70.9,132.5,65.5,79.6,21.87,81.7,37.6,0.0,481.0,1
2018.0,254292.0,588.0,67.73,0.6988,93.5,57.99,12.0,0.704,41.8,113.4,68.3,65.9,32.43,57.3,45.7,0.0,561.0,1
2015.0,204255.0,546.0,72.37,0.6708,93.46,54.75,9.0,0.201,25.9,62.1,59.6,74.9,30.75,57.7,43.1,68.6,726.0,1
2015.0,359434.0,1021.0,37.63,1.0277,89.21,25.97,14.0,0.672,92.8,112.2,56.6,61.9,42.59,59.5,48.7,0.0,0.0,1
2016.0,337274.0,214.0,61.73,0.6768,91.35,50.22,9.0,0.631,89.2,111.0,72.8,77.1,41.47,52.2,44.6,5.7,411.0,1
2016.0,222166.0,670.0,56.25,0.6369,91.44,37.19,7.0,0.345,58.3,72.6,65.1,79.3,27.11,17.0,41.4,15.1,350.0,1
2020.0,235599.0,990.0,35.66,1.039,86.9,16.96,18.0,0.43,38.2,130.8,77.9,84.3,52.24,50.9,39.1,0.0,0.0,1
2019.0,262638.0,1058.0,57.03,0.7646,91.75,28.98,15.0,0.526,79.3,122.2,71.3,75.6,184.968,27.9,41.4,17.4,206.0,1
2017.0,309083.0,593.0,63.84,0.5962,93.54,68.03,6.0,0.655,56.7,122.4,60.4,76.6,35.28,44.8,42.6,52.1,379.0,1
2020.0,155428.0,721.0,46.48,0.9057,89.1,20.81,14.0,0.347,38.3,112.6,73.0,56.8,32.84,17.2,60.3,0.0,1030.0,1
2016.0,125585.0,351.0,77.74,0.6585,96.58,61.51,4.0,0.6,16.5,40.2,54.6,73.0,22.06,100.0,45.3,35.2,907.0,1
2022.0,120005.0,382.0,80.86,0.5284,91.56,55.57,11.0,0.48,47.0,100.2,88.6,69.0,19.56,67.1,46.4,12.7,953.0,1
2017.0,298715.0,910.0,64.42,0.7079,91.7,43.15,13.0,0.276,59.3,109.4,49.8,68.2,27.73,14.3,41.4,22.3,349.0,1
2019.0,170637.0,605.0,67.74,0.6612,93.19,47.35,10.0,0.313,38.6,76.9,66.8,64.3,41.06,36.8,50.7,0.0,515.0,1
2015.0,173553.0,354.0,78.74,0.5431,94.39,74.73,4.0,0.379,24.1,51.7,48.1,61.0,23.78,54.2,58.5,36.3,913.0,1
2016.0,180105.0,611.0,67.13,2.7804,93.15,44.28,6.0,0.63,22.4,58.9,56.6,56.8,26.94,44.1,50.1,3.4,624.0,1
2015.0,234792.0,695.0,62.66,0.5872,91.24,45.31,4.0,0.307,29.4,74.0,50.8,72.1,30.16,57.1,53.3,5.3,328.0,1
2021.0,181296.0,433.0,70.02,0.6146,92.76,61.13,11.0,0.586,62.8,127.9,86.7,91.0,22.43,72.2,28.2,0.0,521.0,1
2015.0,386317.0,214.0,52.75,0.7835,90.03,29.58,4.0,0.416,37.9,47.1,59.6,72.9,30.88,33.2,51.0,16.1,63.0,1
2018.0,183914.0,349.0,67.46,0.6174,89.97,65.23,3.0,0.235,27.8,83.7,71.0,87.5,17.67,79.0,34.0,52.1,602.0,1
2017.0,221700.0,743.0,62.95,0.6684,92.83,36.36,7.0,0.514,28.6,83.4,72.8,67.2,25.68,72.2,41.9,0.0,462.0,1
2016.0,183940.0,372.0,75.19,0.5063,91.82,73.04,4.0,0.383,24.4,61.4,57.7,60.5,29.71,34.3,50.2,0.0,828.0,1
2021.0,260321.0,214.0,68.39,0.6829,94.98,52.09,16.0,0.553,76.9,167.8,79.4,58.2,35.08,64.5,51.6,0.0,483.0,1
2016.0,213320.0,374.0,73.39,0.4985,94.4,88.91,4.0,0.791,24.4,73.7,65.6,77.1,31.21,79.3,42.7,2.5,578.0,1
2015.0,183704.0,847.0,64.88,0.6735,92.31,29.24,9.0,0.637,18.2,58.8,59.8,63.8,22.25,49.2,48.5,0.0,1030.0,1
2017.0,177895.0,803.0,54.32,0.6394,92.38,27.05,5.0,0.592,53.3,66.0,61.0,56.8,33.75,33.2,38.9,15.8,244.0,1
2016.0,407871.0,214.0,62.77,0.7041,93.23,62.94,4.0,0.527,51.6,136.5,58.5,72.9,32.77,38.0,46.1,0.0,407.0,1
2015.0,443345.0,1351.0,47.1,0.9018,91.09,31.78,16.0,0.568,82.4,135.9,61.7,74.8,35.99,63.2,48.1,25.9,67.0,1
2021.0,191134.0,592.0,65.14,0.7013,90.1,42.25,4.0,0.674,42.9,47.1,77.7,73.1,13.83,39.9,40.3,3.2,574.0,1
2015.0,206516.0,512.0,65.4,0.6066,93.53,46.17,5.0,0.291,20.6,62.5,42.6,84.6,35.26,63.9,39.9,39.1,459.0,1
2020.0,177889.0,541.0,64.18,0.662,92.53,38.99,12.0,0.319,31.6,102.0,65.6,78.7,28.72,70.2,40.7,12.7,429.0,1
2017.0,265461.0,753.0,64.05,0.6595,89.7,46.66,11.0,0.387,50.4,92.0,49.4,56.8,33.39,36.8,51.4,0.0,476.0,1
2018.0,215213.0,459.0,66.98,0.5423,94.33,64.4,6.0,0.363,30.1,85.7,68.8,75.7,38.89,65.3,45.3,40.9,494.0,1
2016.0,189842.0,826.0,63.97,0.6529,93.05,30.32,4.0,0.31,20.4,67.3,69.9,77.0,21.1,42.4,41.5,43.0,1030.0,1
2015.0,408805.0,1370.0,52.46,0.8364,88.6,30.66,16.0,0.33,97.7,121.0,62.1,78.2,35.81,12.8,44.7,13.3,21.0,1
2017.0,283708.0,668.0,66.98,0.7083,90.31,53.91,10.0,0.468,60.7,107.5,59.7,66.0,27.36,58.1,52.3,3.8,588.0,1
2018.0,249118.0,636.0,66.56,0.7117,91.49,57.95,6.0,0.457,43.4,105.0,70.2,67.1,25.62,56.7,53.6,3.2,572.0,1
2018.0,377787.0,990.0,53.98,0.6431,90.12,42.21,14.0,0.51,61.3,160.5,87.2,74.6,26.01,18.2,38.6,8.6,95.0,1
2020.0,363165.0,1419.0,36.27,1.0469,89.04,64.02,19.0,0.449,38.7,122.9,50.0,71.9,44.25,39.9,49.3,0.0,0.0,1
2018.0,210964.0,214.0,67.06,0.516,93.36,46.52,9.0,0.534,20.4,90.6,75.1,72.7,30.55,36.9,48.2,11.4,434.0,1
2020.0,109079.0,419.0,71.07,0.6038,92.7,38.82,7.0,0.755,20.4,69.4,73.2,73.0,3.6735,76.3,43.1,0.0,553.0,1
2021.0,114714.0,403.0,56.94,0.8496,90.69,33.52,10.0,0.717,28.7,74.9,73.2,65.4,41.55,66.4,51.2,0.0,220.0,1
2015.0,450000.0,1073.0,48.17,0.9349,87.08,38.33,14.0,0.789,54.3,156.6,58.1,92.3,31.38,33.2,32.6,0.0,166.0,1
2015.0,78549.0,1056.0,56.59,0.5063,91.09,24.75,12.0,0.538,19.4,66.1,40.2,72.7,47.81,38.3,44.9,2.2,313.0,1
2019.0,114886.0,457.0,69.16,0.7168,90.59,33.23,6.0,0.381,21.4,53.3,72.8,77.0,32.22,62.1,41.1,19.9,737.0,1
2017.0,121090.0,275.0,78.48,0.4728,94.98,67.89,4.0,0.457,28.3,49.8,54.3,65.3,16.52,57.7,43.3,48.8,720.0,1
2017.0,78549.0,214.0,63.37,0.8404,89.11,36.09,7.0,0.274,25.6,48.5,67.3,61.8,18.54,41.0,56.9,17.7,229.0,1
2015.0,374628.0,828.0,64.51,0.6731,89.45,61.56,7.0,0.366,68.5,119.0,67.0,67.8,32.22,24.4,48.9,24.4,428.0,1
2015.0,389343.0,733.0,65.05,0.6866,90.96,64.57,8.0,0.319,50.6,118.6,41.7,69.6,35.52,31.9,50.0,24.3,523.0,1
2018.0,237882.0,846.0,61.2,0.6711,92.46,35.47,3.0,0.618,29.1,96.7,69.9,68.2,31.32,69.2,43.9,24.0,431.0,1
2022.0,178750.0,532.0,44.54,1.1001,88.3,28.12,11.0,0.319,50.6,47.1,76.4,87.5,43.89,97.1,42.8,0.3,124.0,1
2015.0,306249.0,1048.0,50.49,0.724,89.63,30.03,10.0,0.407,42.0,92.0,64.1,77.9,26.53,67.1,38.9,4.4,60.0,1
2017.0,223734.0,631.0,58.15,0.7693,90.91,44.18,9.0,0.394,49.9,83.8,57.2,88.6,37.02,84.5,40.9,38.0,347.0,1
2015.0,251266.0,634.0,54.36,0.6841,87.62,44.31,2.0,0.29,44.9,74.3,61.0,85.5,23.51,33.2,39.6,20.0,327.0,1
2016.0,307347.0,627.0,64.61,0.5705,94.82,70.93,12.0,0.696,48.4,100.1,60.4,66.2,23.53,67.7,40.6,20.2,386.0,1
2017.0,187915.0,636.0,48.66,0.8313,89.5,28.15,10.0,0.754,30.5,73.4,66.2,64.7,39.34,33.2,48.4,0.0,67.0,1
2016.0,148076.0,431.0,68.49,0.5304,93.6,47.39,4.0,0.319,16.2,50.8,65.1,70.0,26.62,38.3,45.1,43.6,505.0,1
2018.0,334072.0,896.0,44.9,0.9386,90.59,35.64,16.0,0.36,65.2,47.1,62.9,65.1,39.13,33.4,47.9,0.0,0.0,1
2024.0,82302.0,213.0,81.03,0.5063,92.9,73.59,11.0,0.896,44.6,118.7,89.5,51.7,24.32,60.9,56.9,0.0,1065.0,1
2017.0,354015.0,1158.0,42.79,0.8376,87.38,26.39,12.0,0.427,45.9,127.2,63.1,100.0,38.66,73.7,27.1,18.8,1030.0,1
2016.0,238395.0,511.0,87.61,0.6022,92.38,59.39,3.0,0.422,27.8,81.3,51.5,72.8,40.85,37.0,39.5,12.6,477.0,1
2020.0,181348.0,515.0,73.81,0.5788,93.37,50.93,12.0,0.658,34.2,97.3,72.8,67.3,15.16,44.6,45.4,0.0,715.0,1
2016.0,363431.0,873.0,50.28,0.7013,91.11,46.36,11.0,0.612,95.9,119.1,58.9,83.6,41.41,28.5,36.3,0.0,182.0,1
2017.0,305197.0,1051.0,51.82,0.8804,89.24,29.29,4.0,0.319,60.9,110.4,58.6,81.5,28.43,73.7,35.9,38.9,198.0,1
2020.0,214326.0,564.0,68.55,0.6348,93.91,56.51,9.0,0.647,79.7,119.8,75.4,68.0,31.0,81.8,46.1,18.7,608.0,1
2016.0,287600.0,214.0,87.61,0.617,93.0,56.71,10.0,0.602,48.2,98.3,78.1,63.5,22.49,75.2,46.0,0.0,564.0,1
2017.0,168847.0,657.0,57.65,0.9415,86.75,30.23,10.0,0.181,19.6,62.9,42.2,86.9,42.96,95.8,34.7,35.0,471.0,1
2019.0,215060.0,669.0,60.38,0.7447,90.27,40.69,9.0,0.676,55.4,100.8,78.6,74.3,18.33,70.2,39.3,9.7,493.0,1
2016.0,378189.0,214.0,40.5,0.9654,90.21,38.76,10.0,0.519,39.7,127.0,62.1,60.9,36.38,59.1,52.1,0.0,8.0,1
2023.0,74527.0,243.0,87.61,0.5945,91.75,36.23,14.0,0.825,28.4,82.8,76.1,93.3,28.09,94.3,34.6,2.0,1030.0,1
2019.0,174202.0,470.0,77.98,0.5063,93.01,54.44,6.0,0.429,34.6,82.0,78.5,61.5,23.86,25.7,45.7,12.9,840.0,1
2016.0,295458.0,812.0,43.5,0.9626,89.42,64.02,9.0,0.535,63.4,100.1,53.8,82.7,41.83,13.5,41.7,5.5,15.0,1
2017.0,270785.0,931.0,50.49,0.6883,91.42,28.19,16.0,0.45,69.7,102.4,68.9,72.8,34.81,42.2,41.7,52.1,120.0,1
2015.0,78549.0,675.0,57.75,0.5989,92.55,49.98,10.0,0.609,29.4,92.9,56.3,84.7,36.83,58.1,43.6,22.5,366.0,1
2017.0,258997.0,214.0,49.84,0.7937,89.58,16.57,18.0,0.589,83.0,99.7,69.3,78.9,38.35,31.3,51.0,0.0,9.0,1
2018.0,230504.0,670.0,63.47,0.69,91.41,45.46,4.0,0.429,46.9,47.1,55.2,65.0,34.62,57.9,48.9,12.8,519.0,1
2019.0,244148.0,1255.0,35.02,1.0265,86.39,13.96,17.0,0.979,57.5,113.8,79.9,72.6,31.53,65.7,43.1,0.0,0.0,1
2016.0,161560.0,402.0,56.42,0.84,90.03,47.77,5.0,0.403,18.8,53.8,57.3,64.8,39.59,40.8,51.2,21.0,197.0,1
2018.0,225268.0,537.0,66.81,0.6872,90.21,61.54,5.0,0.525,27.6,93.5,69.4,71.5,25.21,45.7,41.7,0.0,661.0,1
2016.0,436941.0,724.0,80.8,0.825,95.29,99.63,4.0,0.76,108.2,144.1,44.7,41.5,32.91,93.0,60.4,0.0,2636.0,1
2015.0,109276.0,250.0,84.2,0.5725,93.22,61.93,2.0,0.35,12.4,32.1,54.1,70.1,13.89,47.0,48.8,36.6,1044.0,1
2016.0,151465.0,715.0,66.24,0.6298,91.65,30.07,6.0,0.078,28.9,54.2,42.2,56.8,37.28,22.2,54.9,68.9,520.0,1
2018.0,251654.0,786.0,67.14,0.6535,91.27,43.84,9.0,0.655,69.7,106.5,65.7,72.2,33.34,46.8,42.7,0.0,494.0,1
2016.0,277696.0,498.0,64.63,0.6043,90.8,62.07,5.0,0.296,37.5,95.1,59.1,77.2,32.99,39.9,46.6,20.1,424.0,1
2020.0,78549.0,634.0,63.16,0.6412,91.87,38.57,9.0,0.282,57.2,47.1,54.8,84.8,41.35,53.5,38.1,44.1,318.0,1
2015.0,136322.0,148.0,83.97,0.562,96.86,111.83,2.0,0.319,19.4,43.2,54.5,58.3,28.35,88.1,53.2,55.3,1147.0,1
2020.0,78549.0,333.0,69.57,0.6767,91.14,60.95,9.0,0.558,30.9,85.0,62.0,93.8,31.5,60.8,26.0,19.5,599.0,1
2018.0,145764.0,454.0,48.76,1.0665,84.79,29.85,5.0,0.39,19.9,59.6,71.0,70.0,18.33,100.0,40.0,18.3,174.0,1
2015.0,279826.0,1403.0,41.96,0.7914,89.49,16.71,18.0,0.747,39.3,84.1,48.8,91.9,44.72,53.1,32.4,0.0,0.0,1
2016.0,334209.0,754.0,64.63,0.6838,91.64,55.31,10.0,0.569,34.2,111.1,59.6,66.4,28.44,43.8,56.9,25.5,443.0,1
2020.0,450000.0,1619.0,42.86,0.8682,89.17,25.55,19.0,0.348,112.4,147.7,68.2,70.0,29.04,58.1,44.6,20.1,0.0,1
2015.0,323938.0,728.0,70.55,0.6147,91.16,67.14,6.0,0.453,28.9,96.4,43.1,58.7,33.0,37.8,55.7,4.1,508.0,1
2018.0,167654.0,869.0,56.56,0.7579,92.92,22.63,12.0,0.788,24.8,68.4,52.1,69.7,36.5,67.4,52.1,0.0,384.0,1
2015.0,230673.0,867.0,87.61,0.7576,92.56,30.94,5.0,0.272,36.5,69.8,50.3,70.2,28.95,70.8,44.4,19.9,338.0,1
2015.0,88667.0,171.0,77.08,0.6639,92.37,70.62,3.0,0.335,8.7,26.4,50.0,53.4,19.87,57.2,60.8,11.4,478.0,1
2017.0,299991.0,1214.0,87.61,0.7937,90.08,27.18,10.0,0.388,45.0,110.5,72.8,56.8,42.03,29.7,50.1,30.0,1030.0,1
2017.0,167102.0,389.0,83.19,0.5012,92.43,82.4,4.0,0.589,19.0,54.2,74.8,47.0,19.18,15.0,61.2,0.0,902.0,1
2015.0,450000.0,2536.0,43.3,0.8258,87.81,14.98,27.0,0.319,62.9,142.9,57.9,74.1,36.26,39.0,47.0,7.2,0.0,1
2016.0,204996.0,638.0,66.04,0.5913,92.6,39.36,9.0,0.612,33.5,68.1,72.8,76.3,30.73,43.8,38.2,1.8,356.0,1
2017.0,228200.0,593.0,64.02,0.5753,93.06,52.66,6.0,0.325,25.9,85.0,54.3,74.8,30.43,30.0,52.7,69.6,406.0,1
2019.0,255199.0,1030.0,55.81,0.7701,91.28,28.66,12.0,0.319,69.7,116.2,54.6,63.2,50.72,38.7,44.1,20.8,265.0,1
2017.0,191178.0,763.0,61.58,0.7486,91.21,34.03,11.0,0.474,24.1,71.5,79.8,83.1,31.45,69.3,32.7,0.0,483.0,1
2017.0,321633.0,625.0,63.29,0.5702,92.18,61.37,7.0,0.484,78.7,115.4,51.3,79.7,38.64,70.1,38.6,0.0,371.0,1
2015.0,355695.0,214.0,52.79,0.7828,94.98,35.81,13.0,0.907,52.6,105.3,38.3,71.9,51.76,44.5,47.0,0.0,217.0,1
2019.0,236442.0,992.0,55.96,0.7348,89.79,26.93,15.0,0.639,47.5,112.8,68.0,70.3,28.93,73.1,42.5,0.0,293.0,1
2020.0,217572.0,1027.0,49.26,0.9224,86.26,19.97,19.0,0.321,72.7,101.5,52.3,84.3,39.91,100.0,40.5,0.0,208.0,1
2017.0,393809.0,867.0,87.61,0.6943,89.89,52.04,12.0,0.5,81.9,142.4,63.1,83.4,18.33,41.1,37.3,0.0,142.0,1
2015.0,378475.0,1353.0,42.15,0.733,90.55,23.3,16.0,0.506,63.3,117.8,40.7,79.8,47.12,15.8,44.4,24.9,0.0,1
2021.0,124852.0,514.0,69.29,0.5638,95.41,34.99,11.0,0.57,30.3,89.7,75.4,78.0,26.51,58.0,41.9,5.1,432.0,1
2015.0,257184.0,736.0,48.48,0.9133,94.98,34.07,7.0,0.252,23.7,81.8,54.2,68.4,44.97,17.0,46.7,0.0,10.0,1
2016.0,110740.0,413.0,75.24,0.6312,94.62,42.44,5.0,0.692,12.6,35.0,64.3,54.9,22.33,64.7,53.2,33.5,857.0,1
2015.0,312725.0,729.0,61.66,0.5589,94.98,52.27,6.0,0.254,29.0,93.0,46.2,77.7,36.5,15.9,44.0,18.8,245.0,1
2017.0,271585.0,705.0,60.05,0.5988,91.65,46.23,9.0,0.746,20.4,101.5,64.5,72.6,28.28,44.3,48.1,0.0,1030.0,1
2020.0,223402.0,614.0,63.92,0.5377,94.98,47.01,8.0,0.505,59.6,47.1,78.2,78.6,31.69,51.4,46.1,5.4,389.0,1
2018.0,78549.0,795.0,87.61,0.7511,94.26,54.45,8.0,0.694,20.4,112.7,72.8,46.8,29.24,50.7,63.1,6.1,2715.0,1
2015.0,176875.0,850.0,66.03,0.6469,94.3,27.63,7.0,0.372,23.9,52.7,72.8,73.2,32.45,15.5,49.8,20.8,428.0,1
2017.0,82187.0,204.0,79.44,0.4679,92.63,73.52,4.0,0.382,10.1,30.1,57.4,78.0,17.8,70.0,56.9,5.7,818.0,1
2016.0,131271.0,526.0,48.17,0.9517,87.93,25.73,5.0,0.768,13.5,38.8,51.5,69.0,32.05,74.1,42.7,0.0,120.0,1
2020.0,179083.0,493.0,49.23,0.9138,88.34,34.04,4.0,0.514,73.6,95.9,70.2,64.4,18.33,78.0,49.7,12.9,178.0,1
2016.0,229493.0,909.0,63.85,0.7043,91.33,31.99,11.0,0.417,39.6,78.8,57.3,68.5,34.85,38.8,46.5,29.8,368.0,1
2019.0,210012.0,554.0,62.74,0.659,93.56,47.14,9.0,0.54,46.0,98.9,60.3,73.7,33.39,63.6,44.2,4.4,384.0,1
2020.0,88073.0,482.0,62.33,0.6913,89.44,23.76,8.0,0.28,13.5,44.2,81.3,94.5,22.33,56.4,23.0,19.2,407.0,1
2019.0,246297.0,531.0,64.16,0.5705,92.25,56.74,5.0,0.806,44.0,112.6,76.7,91.7,24.66,72.8,27.6,0.0,407.0,1
2018.0,338418.0,1324.0,51.92,0.8094,91.79,25.96,15.0,0.368,54.0,139.8,76.7,63.4,36.14,28.4,60.8,24.9,94.0,1
2018.0,231557.0,832.0,57.79,0.8255,90.51,34.24,10.0,0.527,29.6,97.3,65.5,73.9,31.04,53.7,44.8,0.0,399.0,1
2018.0,281536.0,798.0,53.91,0.6338,93.22,41.13,9.0,0.647,93.5,113.3,51.5,79.3,31.86,86.8,43.3,0.0,189.0,1
2015.0,420032.0,214.0,43.27,0.7587,87.32,29.23,10.0,0.319,40.1,47.1,46.5,86.4,45.53,38.5,41.2,6.8,2.0,1
2019.0,173884.0,557.0,63.96,0.7179,90.72,38.44,8.0,0.845,37.2,85.9,58.1,69.2,42.37,47.4,51.2,0.0,590.0,1
2019.0,105762.0,238.0,81.35,0.4279,92.95,81.53,1.0,0.177,37.8,50.3,51.1,69.3,38.09,24.6,49.2,39.8,785.0,1
2016.0,302872.0,1378.0,49.73,0.8821,90.18,21.4,15.0,0.416,39.8,101.7,60.3,67.0,31.12,43.5,52.1,23.7,53.0,1
2015.0,229334.0,725.0,44.35,0.9757,87.48,28.2,5.0,0.582,52.3,47.1,44.0,69.7,18.33,31.4,49.1,0.0,33.0,1
2016.0,361409.0,959.0,58.25,0.7192,91.22,42.69,10.0,1.0,99.7,47.1,53.4,61.5,44.52,55.9,48.1,0.0,273.0,1
2018.0,163372.0,507.0,66.66,0.6154,94.33,38.69,8.0,0.702,32.7,74.3,72.6,60.9,25.08,68.1,59.4,0.0,643.0,1
2020.0,171431.0,829.0,58.51,0.5063,87.91,24.5,12.0,0.232,34.0,93.7,72.8,87.9,24.91,85.7,34.4,0.0,404.0,1
2017.0,249278.0,1135.0,54.29,0.5063,94.73,24.53,18.0,0.714,28.0,94.4,66.6,67.1,24.33,63.1,43.5,0.0,191.0,1
2019.0,215627.0,821.0,58.52,0.687,89.52,31.61,16.0,0.876,31.9,104.6,72.8,66.0,27.13,59.7,53.6,0.0,377.0,1
2015.0,182621.0,504.0,76.71,0.5851,92.91,72.57,3.0,0.172,23.1,54.3,56.2,59.4,33.09,41.3,59.4,28.3,742.0,1
2015.0,433674.0,1049.0,47.45,0.6979,85.9,36.87,12.0,0.448,71.3,126.1,65.3,56.8,34.47,38.4,56.9,0.0,100.0,1
2020.0,265478.0,798.0,47.96,0.7868,88.22,30.94,17.0,0.578,90.9,143.0,73.9,100.0,31.33,94.7,56.9,0.0,1030.0,1
2015.0,309094.0,561.0,72.71,0.5515,92.54,81.98,9.0,0.286,33.7,47.1,39.9,65.2,35.74,25.3,44.1,37.3,672.0,1
2016.0,215002.0,469.0,53.34,0.8261,90.95,50.67,5.0,0.598,22.7,70.1,69.8,64.2,28.49,40.9,50.6,0.0,169.0,1
2019.0,70701.0,235.0,73.48,0.6666,88.07,36.71,1.0,0.217,20.3,32.1,55.5,84.7,35.79,84.2,33.4,52.2,727.0,1
2018.0,169156.0,658.0,59.02,0.6443,90.04,27.36,15.0,0.401,43.0,77.8,50.7,85.2,46.38,40.8,56.9,17.0,294.0,1
2015.0,307514.0,528.0,53.49,0.8947,89.92,59.8,4.0,0.393,54.5,92.2,48.9,60.6,31.31,51.5,57.8,14.2,163.0,1
2020.0,203662.0,711.0,59.67,0.6113,91.03,34.98,17.0,0.319,52.8,111.8,72.8,78.8,30.32,72.7,40.3,6.4,297.0,1
2015.0,257310.0,703.0,55.45,0.9174,85.16,40.36,6.0,0.659,38.0,74.2,58.7,78.7,32.89,90.1,35.5,0.0,429.0,1
2022.0,120396.0,559.0,62.21,0.7743,91.01,25.17,23.0,0.603,56.3,107.6,82.0,80.4,33.02,96.0,39.9,24.9,570.0,1
2015.0,308460.0,697.0,57.92,0.6394,91.27,52.48,5.0,0.461,26.6,91.0,53.4,56.8,39.34,35.7,37.8,12.0,288.0,1
2017.0,239940.0,821.0,59.58,0.6334,90.27,36.21,10.0,0.222,29.6,82.5,65.8,78.8,33.11,40.7,40.3,6.5,164.0,1
2016.0,450000.0,804.0,55.92,0.5063,92.42,64.9,10.0,0.51,99.9,153.5,57.0,75.3,35.6,34.1,43.5,24.3,242.0,1
2015.0,218754.0,444.0,55.19,0.5063,93.34,51.75,8.0,0.275,26.5,62.3,31.1,66.5,47.44,17.8,48.5,62.4,176.0,1
2018.0,271704.0,694.0,68.24,0.6672,94.12,59.26,9.0,0.466,57.7,47.1,60.6,66.5,33.03,28.2,55.3,0.0,533.0,1
2016.0,299481.0,1145.0,53.52,0.8462,89.38,27.96,14.0,0.4,41.9,101.1,51.6,78.3,40.99,40.4,36.7,0.0,181.0,1
2016.0,264685.0,852.0,57.34,0.7585,91.63,37.21,4.0,0.615,37.7,96.2,48.0,73.9,38.43,63.8,43.2,0.0,407.0,1
2019.0,183364.0,334.0,76.5,0.6107,93.81,92.52,1.0,0.663,36.7,83.6,73.6,64.6,19.8,52.7,56.3,0.0,877.0,1
2018.0,171069.0,785.0,60.97,0.762,93.13,27.72,11.0,0.509,18.5,63.9,61.3,74.1,41.17,34.9,45.0,31.1,477.0,1
2015.0,318573.0,1358.0,48.45,0.8766,88.84,22.87,8.0,0.341,28.9,95.5,63.3,68.6,34.48,9.0,53.4,18.0,78.0,1
2016.0,145851.0,756.0,65.74,0.6077,89.9,24.04,9.0,0.15,19.8,51.1,49.3,68.5,29.47,26.9,45.6,28.7,511.0,1
2016.0,349321.0,493.0,62.54,0.7103,91.89,83.49,6.0,0.508,37.9,113.5,47.7,89.8,32.82,66.5,37.2,9.7,406.0,1
2020.0,148567.0,547.0,46.86,0.8691,90.99,25.72,10.0,0.758,28.2,91.5,79.4,58.4,34.71,33.2,51.1,0.0,133.0,1
2015.0,239612.0,440.0,69.34,0.7347,91.8,76.44,4.0,0.594,40.2,67.2,72.8,71.5,30.85,100.0,41.4,0.0,781.0,1
2016.0,400428.0,1138.0,55.91,0.7602,91.71,39.08,16.0,0.464,60.5,131.0,40.4,56.8,45.59,40.7,41.1,13.3,219.0,1
2015.0,136672.0,597.0,62.17,0.6132,90.04,27.38,4.0,0.633,23.7,39.5,67.8,74.5,18.33,50.5,50.7,0.0,347.0,1
2019.0,132866.0,496.0,58.39,0.9379,86.37,29.76,6.0,0.29,29.7,57.1,70.1,80.1,20.95,100.0,35.1,0.0,627.0,1
2020.0,191362.0,277.0,76.32,0.5363,92.69,99.94,7.0,0.403,31.9,101.3,72.8,66.2,27.92,44.5,46.8,28.7,701.0,1
2018.0,147745.0,389.0,70.63,0.6232,92.88,49.34,3.0,0.294,36.4,56.6,62.0,84.2,27.21,33.2,36.4,44.7,548.0,1
2018.0,209486.0,214.0,68.54,0.5263,91.73,53.15,6.0,0.319,20.4,85.5,64.4,71.1,30.07,55.5,48.1,37.9,454.0,1
2017.0,303481.0,744.0,35.95,1.0913,94.98,27.78,9.0,0.788,35.4,111.3,52.9,66.5,34.07,93.3,48.1,0.0,16.0,1
2018.0,240215.0,645.0,48.86,0.5063,89.7,39.68,9.0,0.655,39.0,100.9,59.4,86.4,30.78,100.0,56.9,0.0,292.0,1
2017.0,219444.0,813.0,52.38,0.6932,92.62,28.45,8.0,0.651,38.2,82.8,53.6,93.2,43.9,88.3,29.2,4.6,210.0,1
