vehicle_id,manufacturing_year,odometer_km,cycle_count,battery_health_percent,internal_resistance,charge_efficiency,remaining_capacity,charging_cycles_last_month,fast_charge_ratio,average_trip_distance,daily_distance,cooling_system_health,thermal_runaway_risk,voltage_imbalance,battery_stress_index,thermal_health_score,charging_quality_score,predicted_remaining_life_cycles,battery_failure,BMS_warning_count,capacity_loss_percent,vehicle_age_years
EV121003,2022.0,78549.0,214.0,84.13,0.5599,95.25,66.84,1.0,0.665,23.0,59.0,80.8,56.2,11.26,51.8,56.7,14.0,1075.0,0,4.0,15.87,3.9
EV274568,2019.0,142051.0,214.0,87.61,0.5553,92.29,61.46,5.0,0.146,24.7,74.2,68.2,50.5,13.66,0.0,60.6,70.3,886.0,0,2.0,18.88,6.84
EV143338,2020.0,54936.0,148.0,89.9,0.4427,97.46,78.73,5.0,0.34,29.3,70.7,84.4,56.8,17.98,32.9,58.8,77.9,1185.0,0,1.0,10.1,2.96
EV260332,2018.0,255383.0,706.0,62.54,0.6975,91.95,52.5,7.0,0.632,31.0,102.9,65.4,65.1,30.47,45.7,53.1,0.0,552.0,1,3.0,37.46,8.14
EV240130,2024.0,78549.0,89.0,94.15,0.4063,96.41,74.85,3.0,0.489,24.8,62.1,94.5,51.9,8.5,31.7,60.0,44.0,1352.0,0,,5.85,2.02
EV216610,2021.0,57059.0,58.0,97.19,0.3797,94.73,121.88,3.0,0.55,16.7,35.4,58.7,66.3,14.91,68.3,44.2,25.7,1151.0,0,4.0,,5.02
EV167488,2023.0,59814.0,216.0,89.79,0.3971,94.27,54.58,3.0,0.248,38.6,67.4,100.0,57.0,3.67,25.3,62.1,50.0,857.0,0,,10.21,2.84
EV101485,2015.0,89434.0,217.0,88.78,0.4452,92.39,64.39,4.0,0.261,13.1,29.1,64.4,59.3,21.55,22.5,53.6,37.8,1148.0,0,3.0,,11.04
EV266771,2020.0,159328.0,423.0,77.81,0.5099,92.13,64.02,6.0,0.432,32.0,94.2,77.0,61.6,30.02,49.2,56.9,24.3,852.0,1,5.0,22.19,5.91
EV137700,2020.0,111829.0,319.0,57.88,0.8979,90.73,41.65,4.0,0.257,16.0,38.9,41.9,75.0,34.47,52.6,47.4,52.1,301.0,1,6.0,42.12,8.9
EV295825,2024.0,28894.0,97.0,96.51,0.4488,95.6,73.3,2.0,0.033,6.0,17.9,97.2,41.8,7.37,25.8,70.7,52.1,1362.0,0,3.0,3.49,2.08
EV204077,2021.0,92752.0,251.0,87.96,0.4875,95.8,68.35,7.0,0.29,31.6,76.6,72.9,60.6,21.07,26.6,49.7,61.0,1092.0,0,3.0,,4.85
EV141684,2021.0,109767.0,226.0,86.71,0.497,97.63,74.26,6.0,0.201,20.4,62.5,74.1,45.7,15.79,10.3,58.7,41.8,1127.0,0,0.0,13.29,5.23
EV282347,2023.0,18311.0,96.0,94.07,0.435,96.95,74.95,2.0,0.513,20.4,11.2,87.9,52.4,19.33,29.2,59.2,5.1,1325.0,0,4.0,5.93,3.0
EV191485,2017.0,142805.0,227.0,86.41,0.471,93.9,75.74,6.0,0.436,26.5,50.4,72.8,49.4,24.69,23.7,61.9,9.8,1073.0,0,1.0,13.59,9.18
EV140249,2020.0,154081.0,204.0,87.44,0.4555,94.87,114.01,4.0,0.495,34.1,85.5,67.0,66.3,18.6,33.5,50.1,9.3,882.0,0,3.0,12.56,6.18
EV101907,2016.0,92579.0,240.0,88.36,0.4452,94.98,80.39,2.0,0.529,9.6,27.8,58.2,56.8,18.33,52.5,58.9,28.3,1148.0,0,4.0,11.64,9.95
EV209983,2023.0,82604.0,241.0,82.63,0.4072,95.34,50.71,12.0,0.266,43.5,87.6,94.6,66.2,16.1,24.9,56.4,43.5,780.0,0,2.0,17.37,3.08
EV250785,2019.0,336001.0,809.0,63.58,0.6995,91.19,64.02,16.0,0.4,102.2,158.6,71.4,67.5,30.47,20.2,45.6,8.1,511.0,1,3.0,36.42,6.97
EV292249,2015.0,252936.0,718.0,72.44,0.6073,93.84,49.54,5.0,0.328,28.7,76.4,63.9,55.5,32.81,36.8,57.2,43.5,567.0,1,3.0,27.56,10.84
EV257492,2020.0,207689.0,506.0,63.99,0.6577,90.05,51.82,9.0,0.228,54.5,47.1,55.4,95.0,32.85,87.6,56.9,65.9,436.0,1,3.0,,7.92
EV118651,2016.0,274777.0,650.0,46.7,0.9577,89.71,41.13,4.0,0.43,20.4,92.3,66.9,53.6,28.73,35.6,52.1,0.8,37.0,1,3.0,53.3,9.82
EV177707,2021.0,73300.0,197.0,80.37,0.5682,96.83,64.62,2.0,0.264,20.1,41.3,88.3,46.4,14.15,13.8,55.9,81.1,474.0,0,1.0,19.63,5.15
EV111317,2015.0,83395.0,201.0,90.39,0.4568,97.85,74.59,4.0,0.245,19.2,24.3,53.1,54.8,28.0,33.2,55.1,63.6,1139.0,0,1.0,9.61,11.25
EV110159,2024.0,27600.0,115.0,97.89,0.4513,96.44,44.32,1.0,0.288,1.6,3.0,80.0,41.6,14.75,7.0,68.2,51.0,1352.0,0,0.0,2.11,2.07
EV235857,2023.0,9828.0,28.0,94.24,0.4562,96.13,54.24,1.0,0.438,11.5,47.1,85.9,39.0,13.73,47.5,69.2,52.6,717.0,0,1.0,5.76,2.82
EV110149,2024.0,8724.0,19.0,99.8,0.4286,97.59,70.54,1.0,0.054,10.8,26.6,90.1,43.0,14.89,12.0,67.2,100.0,1457.0,0,1.0,0.2,1.99
EV227532,2020.0,500.0,1.0,99.8,0.4146,96.81,88.04,1.0,0.319,1.3,3.0,82.8,38.1,5.53,25.8,60.6,74.8,1528.0,0,3.0,0.2,5.19
EV279634,2019.0,121386.0,348.0,83.65,0.5119,93.46,48.67,7.0,0.296,27.9,47.1,68.6,45.9,19.85,9.8,61.5,46.2,930.0,0,4.0,16.35,6.89
EV160856,2017.0,15128.0,1.0,95.92,0.4359,97.18,61.31,2.0,0.38,1.0,3.0,56.9,69.5,20.58,52.1,48.2,30.8,1425.0,0,3.0,4.08,8.72
EV229558,2022.0,83014.0,220.0,86.9,0.4667,95.69,82.78,3.0,0.312,25.8,57.5,79.9,61.4,19.21,19.7,58.7,51.4,1030.0,0,0.0,13.1,4.03
EV228514,2024.0,6045.0,1.0,99.8,0.5063,97.33,94.75,1.0,0.027,2.2,3.0,91.4,43.9,8.5,2.8,75.1,94.1,1557.0,0,2.0,0.2,1.98
EV250305,2019.0,237209.0,1159.0,25.58,1.2594,84.62,10.3,17.0,0.446,58.2,109.7,66.7,90.3,56.0,33.2,25.0,0.0,0.0,1,4.0,74.42,7.14
EV284976,2021.0,59487.0,171.0,88.7,0.4638,95.37,60.07,4.0,0.402,12.1,40.8,93.7,72.5,13.28,38.8,46.0,43.5,895.0,0,3.0,11.3,4.52
EV124920,2016.0,140905.0,270.0,79.13,0.5218,95.54,72.93,3.0,0.147,17.4,46.2,51.7,65.2,20.27,10.6,56.6,52.1,735.0,0,2.0,20.87,10.26
EV178238,2018.0,66045.0,102.0,95.81,0.5063,96.54,89.9,2.0,0.286,16.5,26.1,71.3,58.2,11.8,39.8,49.3,73.0,1346.0,0,1.0,4.19,
EV130064,2015.0,88424.0,288.0,81.71,0.5235,96.52,57.9,4.0,0.323,20.4,29.2,61.0,53.0,16.04,36.7,63.4,77.5,1019.0,0,,18.29,11.21
EV203899,2016.0,78549.0,382.0,76.47,0.588,94.53,61.04,4.0,0.452,13.7,46.1,55.2,59.1,30.3,33.2,58.5,52.1,806.0,0,2.0,23.53,10.09
EV268411,2017.0,162718.0,400.0,72.21,0.4953,92.86,66.69,4.0,0.227,21.1,58.0,67.7,68.9,25.7,63.3,44.6,26.5,583.0,1,7.0,27.79,9.12
EV162714,2022.0,79012.0,197.0,85.64,0.5063,93.23,75.43,5.0,0.687,35.0,47.1,74.0,63.8,20.62,41.9,61.9,0.0,1105.0,0,0.0,14.36,3.95
EV139281,2019.0,34301.0,103.0,93.08,0.4619,96.92,76.37,2.0,0.356,14.4,18.4,77.3,53.0,9.06,49.4,59.6,75.6,1312.0,0,0.0,6.92,6.92
EV164800,2020.0,74053.0,179.0,95.49,0.3871,95.75,62.19,5.0,0.332,18.2,44.1,89.7,49.4,16.54,8.0,62.0,54.2,1212.0,0,3.0,4.51,5.81
EV249851,2016.0,160272.0,328.0,78.1,0.54,93.59,104.5,5.0,0.19,24.7,53.5,72.8,56.0,30.8,35.1,63.1,54.3,939.0,0,2.0,21.9,9.91
EV275632,2020.0,98219.0,375.0,59.28,0.8147,94.98,33.64,5.0,0.486,27.3,49.5,79.1,64.3,35.44,54.8,50.2,21.5,264.0,1,4.0,40.72,6.2
EV106716,2020.0,8851.0,23.0,98.43,0.5063,97.21,79.45,1.0,0.342,1.8,3.0,74.3,44.3,6.82,36.5,65.5,64.5,1397.0,0,1.0,1.57,4.98
EV293379,2024.0,30872.0,42.0,87.61,0.4707,94.98,33.3,12.0,0.12,38.5,60.6,90.9,67.6,4.93,35.4,47.8,84.0,1334.0,0,2.0,5.11,2.01
EV256622,2021.0,51040.0,62.0,99.8,0.3778,96.05,80.31,1.0,0.044,9.3,27.6,82.3,40.3,4.98,25.6,71.1,100.0,1445.0,0,,0.2,4.9
EV276591,2015.0,66261.0,271.0,82.92,0.5377,94.46,39.02,1.0,0.319,10.6,20.1,67.9,53.4,13.35,53.2,53.8,84.5,995.0,0,3.0,17.08,10.89
EV244716,2017.0,145746.0,485.0,76.32,0.5645,93.4,47.05,9.0,0.14,19.7,47.1,64.1,56.3,23.83,45.3,61.4,86.4,785.0,0,3.0,23.68,9.01
EV143659,2020.0,73810.0,108.0,95.84,0.453,94.75,105.31,1.0,0.216,32.4,45.2,79.1,55.5,5.72,17.0,58.2,59.1,1281.0,0,4.0,4.16,5.96
EV275939,2020.0,46799.0,158.0,89.86,0.5099,94.28,83.76,9.0,0.216,34.4,64.7,100.0,53.1,18.33,23.5,61.3,58.7,1246.0,0,2.0,10.14,1.78
EV237764,2015.0,285382.0,841.0,41.86,1.043,87.86,28.44,13.0,0.354,27.0,91.7,57.4,65.5,36.83,22.7,53.5,9.6,0.0,1,4.0,58.14,10.9
EV292771,2023.0,45908.0,116.0,92.89,0.3871,96.63,84.89,2.0,0.395,15.0,47.7,89.1,47.4,12.88,61.1,65.5,26.7,1236.0,0,0.0,7.11,
EV139909,2019.0,182903.0,960.0,50.71,0.5063,88.93,19.57,15.0,0.734,45.5,87.8,72.6,77.9,26.68,88.8,35.1,0.0,282.0,1,3.0,49.29,6.85
EV193504,2020.0,130188.0,357.0,82.87,0.4946,94.07,65.44,5.0,0.136,23.3,62.8,65.9,67.6,19.1,0.0,56.5,79.3,690.0,0,5.0,17.13,6.12
EV249842,2022.0,96757.0,240.0,84.89,0.4884,95.83,63.96,8.0,0.53,43.6,80.5,70.5,56.8,29.34,36.7,55.1,5.2,1061.0,0,1.0,15.11,3.95
EV101853,2020.0,38336.0,146.0,92.64,0.4287,97.47,63.56,1.0,0.638,14.5,18.7,84.6,45.2,12.66,61.1,56.9,38.0,1286.0,0,4.0,7.36,5.91
EV236054,2024.0,16970.0,1.0,99.8,0.3647,98.13,52.0,8.0,0.195,18.8,36.1,93.5,54.1,7.96,11.5,63.0,75.5,1176.0,0,1.0,0.2,2.08
EV195440,2020.0,500.0,1.0,99.8,0.3695,96.2,51.29,1.0,0.313,1.0,3.0,69.2,49.8,10.72,40.4,61.6,41.6,1462.0,0,0.0,0.2,5.9
EV203526,2015.0,29553.0,80.0,92.8,0.4773,92.71,87.45,2.0,0.414,3.2,7.9,49.5,69.2,21.89,68.4,51.5,47.7,1375.0,0,2.0,7.2,11.09
EV106268,2024.0,38303.0,31.0,99.8,0.3981,94.98,105.56,5.0,0.085,23.3,63.8,93.8,52.9,9.54,57.3,59.7,89.6,1458.0,0,2.0,0.2,2.21
EV136556,2020.0,29381.0,214.0,93.47,0.3409,94.67,103.23,1.0,0.145,2.5,8.3,43.4,58.6,25.25,21.0,56.9,49.8,1017.0,0,1.0,6.53,10.61
EV187519,2024.0,14990.0,47.0,99.58,0.3947,96.98,69.5,5.0,0.181,13.4,31.5,90.3,47.4,8.35,1.9,65.9,100.0,1445.0,0,3.0,0.42,2.04
EV254931,2023.0,68431.0,191.0,87.61,0.3643,94.39,68.77,8.0,0.306,20.7,66.2,72.8,65.6,13.98,12.3,47.7,68.8,889.0,0,3.0,11.4,2.96
EV218260,2017.0,58683.0,136.0,97.98,0.4141,97.6,67.82,1.0,0.043,9.2,22.4,57.6,47.2,18.27,16.1,54.4,52.1,1344.0,0,1.0,2.02,9.11
EV204872,2022.0,14699.0,98.0,86.42,0.5063,95.77,43.52,5.0,0.306,6.8,15.7,91.1,64.8,14.78,72.8,58.7,32.8,1164.0,0,6.0,13.58,3.94
EV269361,2017.0,500.0,31.0,99.8,0.3385,97.12,43.72,1.0,0.081,1.0,3.0,61.4,38.3,12.99,0.0,67.8,100.0,1468.0,0,1.0,0.2,8.74
EV243745,2018.0,193910.0,625.0,66.91,0.6586,92.75,43.87,9.0,0.591,44.1,81.0,50.1,62.6,33.83,53.7,49.0,10.5,612.0,1,2.0,33.09,7.82
EV221088,2019.0,75788.0,214.0,91.48,0.4174,93.87,70.42,4.0,0.343,25.0,41.7,61.2,48.6,15.05,23.5,61.5,45.6,1221.0,0,0.0,8.52,7.27
EV298104,2021.0,10600.0,28.0,99.8,0.3313,96.1,69.87,1.0,0.29,1.4,3.0,73.1,66.9,12.55,19.3,51.6,51.2,1130.0,0,4.0,,4.83
EV123436,2020.0,74855.0,305.0,86.83,0.5121,96.3,46.77,10.0,0.24,20.2,46.7,76.7,57.7,23.76,0.0,51.9,72.9,1006.0,0,2.0,13.17,5.94
EV155115,2018.0,77905.0,207.0,84.19,0.5756,92.46,52.23,4.0,0.471,16.2,34.3,57.9,65.2,27.34,51.9,49.4,30.2,1084.0,0,1.0,15.81,7.97
EV113636,2019.0,89384.0,259.0,88.04,0.5099,95.9,52.8,5.0,0.319,16.2,45.4,68.2,53.5,21.22,33.2,58.2,47.1,1051.0,0,3.0,11.96,6.89
EV242056,2016.0,253419.0,583.0,67.79,0.6031,92.41,51.64,8.0,0.268,44.0,47.1,51.3,59.3,25.88,27.2,58.0,34.1,1030.0,1,2.0,32.21,9.93
EV271386,2016.0,42512.0,182.0,90.44,0.4574,95.7,58.43,2.0,0.469,5.0,13.9,65.1,54.7,22.29,68.1,62.6,57.5,1194.0,0,1.0,9.56,9.67
EV145193,2019.0,107954.0,214.0,94.44,0.4263,96.29,118.36,3.0,0.167,23.7,53.1,60.8,44.1,26.58,30.6,66.1,80.3,1329.0,0,3.0,5.56,6.87
EV211574,2016.0,34562.0,230.0,83.33,0.5245,92.02,30.09,4.0,0.389,3.9,47.1,62.6,55.9,23.95,35.8,55.4,47.5,1104.0,0,8.0,16.67,9.84
EV173065,2022.0,47671.0,97.0,95.25,0.3548,97.62,96.07,6.0,0.319,7.9,27.3,84.3,69.8,9.2,32.7,41.5,77.9,1045.0,0,4.0,4.75,3.69
EV181370,2023.0,500.0,1.0,99.8,0.3656,99.28,62.77,1.0,0.37,1.9,3.0,83.1,55.4,4.33,54.8,55.1,54.3,1236.0,0,3.0,0.2,2.97
EV112436,2016.0,156339.0,441.0,64.26,0.6588,92.18,43.73,7.0,0.608,20.1,49.5,53.7,56.8,37.04,49.6,29.7,24.5,459.0,1,6.0,35.74,10.04
EV293932,2016.0,139560.0,280.0,87.61,0.5476,94.92,106.64,2.0,0.391,21.5,41.5,45.7,56.4,34.33,42.9,53.7,38.6,1025.0,0,1.0,17.98,10.03
EV138079,2021.0,83911.0,203.0,75.18,0.6815,96.18,59.53,5.0,0.081,22.6,54.2,83.5,42.1,16.43,27.1,56.9,61.6,466.0,0,1.0,24.82,4.99
EV181116,2016.0,166882.0,417.0,78.54,0.5987,92.74,54.56,5.0,0.205,35.5,55.0,67.6,62.5,18.52,42.8,51.8,78.6,829.0,0,2.0,21.46,9.91
EV120256,2024.0,30168.0,74.0,90.47,0.4552,94.95,71.64,2.0,0.319,30.2,41.4,72.8,49.4,23.97,29.6,62.2,65.6,647.0,0,3.0,9.53,1.95
EV214449,2019.0,78780.0,214.0,95.05,0.3457,96.63,103.79,1.0,0.215,14.8,35.5,48.7,76.3,29.97,36.0,47.3,58.5,987.0,0,,4.95,6.98
EV278752,2015.0,93093.0,244.0,83.87,0.4559,94.2,56.39,2.0,0.269,9.4,25.8,50.5,62.5,24.89,26.7,57.4,35.2,1058.0,0,4.0,16.13,10.85
EV239360,2021.0,28940.0,214.0,87.61,0.397,96.25,94.64,1.0,0.251,8.3,28.5,92.9,44.6,3.03,5.5,58.6,78.2,1373.0,0,3.0,2.68,5.0
EV175972,2024.0,48921.0,117.0,97.74,0.4161,96.76,93.44,4.0,0.625,36.9,103.4,88.9,42.7,8.98,40.1,63.6,33.6,1361.0,0,5.0,2.26,2.11
EV114884,2020.0,500.0,52.0,99.8,0.3609,98.72,47.45,2.0,0.319,1.0,3.0,84.9,42.3,10.56,0.0,73.2,100.0,1407.0,0,3.0,,5.92
EV114118,2024.0,15755.0,97.0,88.97,0.5382,95.25,73.51,1.0,0.396,5.4,8.6,100.0,49.9,11.41,67.2,68.0,54.8,1219.0,0,2.0,,2.04
EV160324,2018.0,203385.0,340.0,77.0,0.4912,95.25,75.81,6.0,0.297,27.6,86.5,58.6,64.0,20.04,59.6,51.3,52.1,614.0,0,1.0,23.0,8.06
EV161234,2015.0,70466.0,214.0,84.35,0.5461,95.43,59.37,3.0,0.144,6.3,20.4,47.4,60.1,14.45,17.7,57.5,84.1,1025.0,0,2.0,15.65,11.01
EV145455,2022.0,85167.0,491.0,87.61,0.6055,94.67,27.02,12.0,0.433,36.9,54.3,62.1,59.9,30.4,49.4,60.4,39.3,748.0,0,0.0,25.53,
EV147056,2020.0,210453.0,634.0,64.86,0.7762,91.88,39.32,9.0,0.88,40.8,110.6,79.7,82.5,32.1,87.5,43.1,52.1,577.0,1,2.0,35.14,6.15
EV224919,2020.0,86461.0,164.0,87.87,0.4675,97.31,84.64,5.0,0.428,13.7,40.9,87.8,55.0,23.94,9.8,60.5,35.9,1191.0,0,2.0,12.13,6.07
EV218277,2018.0,109689.0,330.0,76.5,0.6681,91.89,53.27,7.0,0.281,27.4,49.1,75.8,68.6,30.53,46.0,50.6,48.9,851.0,0,5.0,23.5,7.89
EV140486,2021.0,175891.0,529.0,71.42,0.6616,94.83,45.5,15.0,0.418,38.4,110.9,72.6,70.8,31.52,85.5,45.7,33.9,682.0,1,3.0,28.58,4.98
EV153829,2017.0,124178.0,385.0,79.12,0.5692,93.13,57.23,6.0,0.319,27.5,48.5,63.2,57.1,17.01,35.5,56.9,19.8,905.0,0,3.0,20.88,8.78
EV145090,2018.0,62461.0,246.0,82.49,0.4532,93.98,60.4,1.0,0.602,10.5,31.7,69.9,69.4,12.5,28.9,53.6,0.0,781.0,0,1.0,17.51,7.89
EV219254,2015.0,224388.0,428.0,74.57,0.6235,94.12,85.26,3.0,0.287,25.3,65.7,72.8,63.6,17.12,14.8,55.7,44.9,727.0,0,2.0,25.43,11.0
EV242096,2022.0,500.0,67.0,99.8,0.3172,96.44,78.65,1.0,0.055,1.0,3.0,90.0,50.2,7.65,0.0,56.6,97.4,1472.0,0,0.0,0.2,4.09
EV214953,2023.0,78549.0,27.0,99.79,0.4132,94.8,67.03,1.0,0.446,20.6,28.5,71.1,51.4,12.27,44.3,58.2,32.8,1468.0,0,3.0,0.21,3.3
EV265670,2016.0,25119.0,42.0,95.35,0.4027,95.91,85.2,3.0,0.281,2.6,4.2,50.1,52.4,21.15,24.9,52.1,52.1,1030.0,0,3.0,4.65,10.32
EV249777,2016.0,153094.0,352.0,87.61,0.5219,92.48,71.09,2.0,0.474,18.9,47.4,51.6,67.7,25.48,29.3,41.7,21.0,629.0,0,2.0,25.3,
EV281696,2015.0,93034.0,372.0,87.61,0.5871,93.51,36.78,4.0,0.446,20.4,30.9,59.4,61.5,26.75,38.3,52.1,37.8,904.0,0,1.0,21.2,11.04
EV115651,2019.0,182315.0,475.0,73.04,0.5761,95.68,59.5,11.0,0.565,29.3,91.3,76.8,67.2,14.81,57.5,55.7,4.1,709.0,1,5.0,26.96,6.76
EV187729,2022.0,114220.0,240.0,86.42,0.5276,95.75,98.13,8.0,0.342,25.6,85.6,90.1,43.3,7.32,16.7,62.0,29.1,1084.0,0,1.0,13.58,4.06
EV274967,2020.0,10543.0,1.0,97.26,0.3351,96.8,87.21,2.0,0.624,18.3,52.4,96.6,44.5,8.7,0.8,66.4,52.1,1481.0,0,0.0,2.74,1.81
EV288896,2024.0,32294.0,77.0,92.63,0.3513,94.29,113.53,3.0,0.423,19.1,42.2,90.8,61.1,14.0,19.1,55.8,33.4,1025.0,0,3.0,7.37,1.77
EV210018,2022.0,56085.0,137.0,91.48,0.3937,96.76,82.2,2.0,0.29,13.6,47.1,83.6,69.2,9.03,17.5,49.4,50.8,963.0,0,4.0,8.52,3.78
EV211829,2024.0,54382.0,214.0,96.97,0.3773,95.79,77.27,9.0,0.316,30.8,68.9,95.9,41.3,13.06,0.7,73.7,11.9,1296.0,0,1.0,3.03,2.22
EV107628,2020.0,195391.0,262.0,86.82,0.4789,95.12,115.15,6.0,0.368,35.0,100.6,91.7,56.9,7.11,49.0,63.1,36.0,1030.0,0,2.0,13.18,6.04
EV272479,2016.0,18961.0,28.0,98.81,0.3551,95.66,82.01,1.0,0.031,1.2,3.0,58.6,60.6,18.92,7.5,57.2,88.7,1178.0,0,0.0,1.19,10.0
EV207266,2018.0,134583.0,214.0,75.41,0.6309,92.6,44.45,9.0,0.262,18.6,54.2,52.6,55.1,31.18,10.1,55.4,21.7,799.0,0,1.0,24.59,7.8
EV289121,2016.0,174844.0,454.0,73.05,0.6596,93.05,56.99,6.0,0.311,20.4,59.1,60.3,56.8,22.06,59.2,52.4,62.8,746.0,0,1.0,26.95,9.74
EV257819,2018.0,152843.0,336.0,77.58,0.4923,94.92,54.93,11.0,0.512,32.8,47.1,64.1,65.1,14.6,33.2,49.5,34.0,654.0,0,1.0,22.42,7.94
EV240414,2024.0,6623.0,20.0,96.1,0.3767,96.77,79.89,1.0,0.703,4.7,15.6,79.4,56.9,18.49,54.9,55.5,14.9,1461.0,0,0.0,3.9,2.25
EV123819,2021.0,68617.0,55.0,97.61,0.3793,96.51,117.89,1.0,0.125,29.6,45.8,91.0,53.7,10.39,14.9,63.6,74.2,1405.0,0,1.0,2.39,4.89
EV183410,2023.0,20990.0,80.0,91.66,0.5184,96.79,42.44,3.0,0.215,11.4,29.0,83.3,46.0,16.57,0.0,66.9,98.0,643.0,0,5.0,8.34,2.94
EV290730,2020.0,100705.0,247.0,82.62,0.4591,95.73,70.98,2.0,0.296,42.7,53.3,67.8,74.2,26.26,0.0,47.5,53.3,1030.0,0,,17.38,5.92
EV100408,2015.0,363398.0,806.0,59.51,0.5063,90.23,53.88,8.0,0.541,32.3,106.7,67.3,62.7,31.01,57.9,55.3,13.7,405.0,1,4.0,40.49,11.19
EV276548,2016.0,9879.0,22.0,99.8,0.3533,95.91,100.4,5.0,0.212,1.2,3.0,67.9,44.8,16.1,33.2,64.8,54.0,1030.0,0,5.0,0.2,10.26
EV172554,2022.0,45848.0,155.0,91.21,0.439,95.74,49.3,4.0,0.319,14.9,40.3,86.3,63.6,8.86,8.5,51.9,78.0,967.0,0,3.0,8.79,3.98
EV258984,2021.0,70170.0,224.0,90.57,0.4055,97.92,60.68,4.0,0.448,12.9,41.9,96.1,43.2,13.32,33.2,64.5,59.0,1171.0,0,2.0,9.43,5.14
EV277162,2022.0,24156.0,92.0,98.01,0.322,94.98,68.88,1.0,0.305,7.5,18.9,73.1,68.7,11.59,40.9,45.3,75.6,1030.0,0,4.0,1.99,3.93
EV222546,2024.0,28232.0,145.0,95.81,0.4616,95.03,87.69,3.0,0.203,21.8,48.6,81.8,48.6,20.66,38.0,64.7,85.2,1259.0,0,6.0,4.19,1.9
EV268570,2016.0,138924.0,308.0,83.39,0.5051,97.44,78.41,3.0,0.014,28.0,40.1,72.8,72.4,17.05,0.0,45.9,88.9,710.0,0,1.0,16.61,10.03
EV134299,2016.0,70814.0,138.0,89.31,0.4537,93.24,70.65,1.0,0.249,11.8,24.8,65.5,49.4,18.33,36.9,57.6,39.3,1233.0,0,2.0,10.69,9.97
EV183870,2020.0,84463.0,211.0,93.27,0.4493,96.93,79.81,5.0,0.317,20.4,80.0,97.6,44.6,13.64,22.7,72.7,59.9,1169.0,0,2.0,6.73,3.18
EV148735,2020.0,63931.0,140.0,91.9,0.4024,94.98,67.64,1.0,0.195,16.5,32.4,72.6,66.5,18.31,18.1,52.4,86.0,939.0,0,3.0,8.1,6.01
EV159640,2015.0,168340.0,570.0,72.1,0.5841,93.22,45.8,1.0,0.178,22.1,47.1,47.0,60.3,32.11,35.9,56.3,68.7,620.0,0,3.0,27.9,11.15
EV142534,2023.0,500.0,1.0,99.8,0.3466,98.1,37.4,4.0,0.287,1.0,3.0,91.3,60.9,8.11,7.8,55.3,87.6,1202.0,0,4.0,0.2,3.04
EV213222,2016.0,9025.0,1.0,99.8,0.3953,97.32,100.21,1.0,0.199,2.1,3.0,45.0,50.7,25.96,20.7,65.9,58.3,1030.0,0,4.0,0.2,10.13
EV139240,2016.0,263212.0,687.0,67.76,0.7177,92.94,61.88,6.0,0.234,35.0,84.0,39.8,64.9,31.63,17.3,56.3,51.0,522.0,1,4.0,32.24,10.26
EV283247,2020.0,103078.0,361.0,77.3,0.5448,93.7,58.08,1.0,0.529,18.4,31.5,50.2,57.4,28.41,27.2,57.8,32.7,1030.0,0,3.0,22.7,11.04
EV134245,2015.0,78549.0,393.0,83.59,0.4777,94.88,31.6,7.0,0.183,10.8,29.8,54.7,52.6,23.55,22.7,64.7,90.0,961.0,0,3.0,16.41,11.01
EV299031,2023.0,500.0,9.0,99.8,0.3623,98.49,122.49,1.0,0.319,1.0,3.0,90.1,40.0,6.17,27.1,72.1,79.5,1486.0,0,2.0,0.2,3.26
EV230555,2019.0,199201.0,469.0,56.06,0.8199,90.94,46.23,10.0,0.208,44.6,97.3,72.8,62.6,42.38,33.2,53.1,20.8,1030.0,1,,43.94,7.0
EV145155,2017.0,124369.0,466.0,73.76,0.6675,93.47,42.12,6.0,0.132,22.3,47.1,57.4,66.6,24.39,14.6,47.4,52.1,771.0,0,3.0,26.24,9.08
EV275533,2024.0,25708.0,5.0,99.8,0.3879,96.63,65.51,4.0,0.405,25.4,39.1,88.2,45.8,6.32,32.4,56.9,49.5,1493.0,0,1.0,,1.98
EV112780,2017.0,299737.0,796.0,60.92,0.711,91.81,52.61,11.0,0.459,61.3,114.1,60.2,67.3,29.78,33.2,53.9,11.7,444.0,1,2.0,39.08,8.76
EV233963,2018.0,3823.0,22.0,99.8,0.4056,95.79,100.38,1.0,0.33,1.0,3.0,71.8,42.8,15.74,34.1,63.2,39.2,769.0,0,1.0,0.2,7.8
EV171068,2018.0,109170.0,331.0,78.41,0.6897,89.38,57.34,3.0,0.221,13.1,40.7,47.5,71.2,30.47,74.2,42.4,49.0,953.0,1,2.0,21.59,
EV121189,2024.0,13889.0,30.0,99.8,0.3872,97.93,46.16,4.0,0.175,12.6,35.1,88.7,46.2,11.92,0.0,75.7,89.8,1496.0,0,,0.2,1.94
EV129344,2021.0,127798.0,566.0,72.96,0.5895,92.66,37.93,5.0,0.309,28.1,82.8,78.8,56.9,26.27,39.5,57.0,21.5,667.0,0,3.0,27.04,5.23
EV153110,2020.0,78549.0,169.0,95.35,0.4208,94.66,68.89,3.0,0.105,12.2,35.2,80.1,49.6,2.86,40.1,62.1,86.7,1270.0,0,4.0,4.65,5.81
